epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.9923,2.87081,226.782,1.13347,0.00293,0.2,0.00149,0.00085,1.91977,153.096,0.94448,0,0,0
2,49.8196,1.72628,126.262,0.95526,0.00196,0.2,0.00136,0.00074,1.85866,125.604,0.94401,1.9802e-05,1.9802e-05,1.9802e-05
