frame,x,y,confidence
57399,868,52,0.490588
57400,868,52,0.404759
57401,868,52,0.467115
57402,868,52,0.433609
57403,868,52,0.462473
57404,867,52,0.436064
57405,868,52,0.452604
57406,867,52,0.448729
57407,867,52,0.446393
57408,868,52,0.411785
57409,867,52,0.404570
57410,868,52,0.424202
57411,868,52,0.407510
57412,868,52,0.407373
57413,868,52,0.378043
57414,868,52,0.386432
57415,868,52,0.371907
57416,868,52,0.362921
57417,,,
57418,,,
57419,,,
57420,868,52,0.352264
57421,,,
57422,,,
57423,868,52,0.368490
57424,867,52,0.364286
57425,867,52,0.370814
57426,867,52,0.354821
57427,,,
57428,,,
57429,,,
57430,,,
57431,868,52,0.360313
57432,,,
57433,867,52,0.356592
57434,867,52,0.354948
57435,867,52,0.353813
57436,867,52,0.375545
57437,867,52,0.366118
57438,867,52,0.366955
57439,867,52,0.376008
57440,,,
57441,,,
57442,,,
57443,867,52,0.353510
57444,867,52,0.364942
57445,868,52,0.355542
57446,,,
57447,867,52,0.364515
57448,867,52,0.391596
57449,867,51,0.393216
57450,867,51,0.415760
57451,867,52,0.399202
57452,,,
57453,868,50,0.411944
57454,,,
57455,,,
57456,,,
57457,868,51,0.405519
57458,868,51,0.388478
57459,868,51,0.424705
57460,868,51,0.422390
57461,868,51,0.428247
57462,868,51,0.437637
57463,868,51,0.456844
57464,868,51,0.485425
57465,868,51,0.468398
57466,868,51,0.433219
57467,868,51,0.418043
57468,868,51,0.419219
57469,868,51,0.442558
57470,868,51,0.449804
57471,868,51,0.410842
57472,868,51,0.411010
57473,868,51,0.446063
57474,868,51,0.475057
57475,868,51,0.454345
57476,868,51,0.456248
57477,868,51,0.500259
57478,868,51,0.479703
57479,868,51,0.467976
57480,868,51,0.473233
57481,868,51,0.469558
57482,868,51,0.479506
57483,868,51,0.481796
57484,868,51,0.465468
57485,868,51,0.474289
57486,868,51,0.479085
57487,868,51,0.507994
57488,868,51,0.511370
57489,868,51,0.503648
57490,868,51,0.496738
57491,868,51,0.484665
57492,868,51,0.484673
57493,868,51,0.483052
57494,868,51,0.470156
57495,868,51,0.466028
57496,868,51,0.462637
57497,868,51,0.468926
57498,868,51,0.467773
57499,868,51,0.447757
57500,868,51,0.460275
57501,868,51,0.452661
57502,868,51,0.471634
57503,868,51,0.457021
57504,868,51,0.469794
57505,868,51,0.457146
57506,868,51,0.477989
57507,868,51,0.457494
57508,868,51,0.492469
57509,868,51,0.478022
57510,868,51,0.497021
57511,868,51,0.475131
57512,868,51,0.497621
57513,868,51,0.398008
57514,868,51,0.512636
57515,868,51,0.509806
57516,868,51,0.540122
57517,868,51,0.532962
57518,868,51,0.517902
57519,868,51,0.521122
57520,868,51,0.519958
57521,868,51,0.352932
57522,,,
57523,,,
57524,,,
57525,,,
57526,,,
57527,,,
57528,,,
57529,,,
57530,,,
57531,868,51,0.353788
57532,868,51,0.351617
57533,,,
57534,,,
57535,,,
57536,,,
57537,,,
57538,,,
57539,,,
57540,,,
57541,,,
57542,,,
57543,,,
57544,,,
57545,,,
57546,,,
57547,,,
57548,,,
57549,,,
57550,,,
57551,229,395,0.993563
57552,229,394,0.992530
57553,228,395,0.992474
57554,226,394,0.991593
57555,226,395,0.991455
57556,226,395,0.991893
57557,224,396,0.989890
57558,224,396,0.988720
57559,225,396,0.987649
57560,224,396,0.987914
57561,224,396,0.988340
57562,224,396,0.990649
57563,224,396,0.993653
57564,224,396,0.994031
57565,223,396,0.995747
57566,223,396,0.996074
57567,223,396,0.995496
57568,223,396,0.995419
57569,302,364,0.697218
57570,302,364,0.697912
57571,302,364,0.704778
57572,302,364,0.684964
57573,302,364,0.682816
57574,303,364,0.689184
57575,302,364,0.733809
57576,302,364,0.684574
57577,,,
57578,,,
57579,,,
57580,,,
57581,,,
57582,,,
57583,,,
57584,,,
57585,,,
57586,,,
57587,,,
57588,,,
57589,,,
57590,,,
57591,,,
57592,,,
57593,,,
57594,,,
57595,868,51,0.513191
57596,868,51,0.504986
57597,868,51,0.527997
57598,868,51,0.507909
57599,868,51,0.514344
57600,868,51,0.527751
57601,868,51,0.560235
57602,868,51,0.561737
57603,868,51,0.584974
57604,868,51,0.572318
57605,868,51,0.526445
57606,868,51,0.483116
57607,868,51,0.534728
57608,868,51,0.554151
57609,868,51,0.652282
57610,868,51,0.680512
57611,868,51,0.721624
57612,868,52,0.610779
57613,868,51,0.501332
57614,868,51,0.500308
57615,868,50,0.351951
57616,,,
57617,,,
57618,,,
57619,868,51,0.415428
57620,868,51,0.537884
57621,868,51,0.546820
57622,868,51,0.558327
57623,868,51,0.551542
57624,868,51,0.553769
57625,868,51,0.578570
57626,868,51,0.574974
57627,868,51,0.578492
57628,868,51,0.561482
57629,868,51,0.550680
57630,868,51,0.555012
57631,868,51,0.611358
57632,868,51,0.611033
57633,868,51,0.612551
57634,868,51,0.624357
57635,868,51,0.625739
57636,868,50,0.381473
57637,,,
57638,,,
57639,868,50,0.366516
57640,868,50,0.352928
57641,868,50,0.362624
57642,,,
57643,,,
57644,,,
57645,,,
57646,868,50,0.364428
57647,868,50,0.364934
57648,868,50,0.359021
57649,868,50,0.354704
57650,868,50,0.355813
57651,868,50,0.381596
57652,868,50,0.387095
57653,868,50,0.366986
57654,868,50,0.360849
57655,,,
57656,,,
57657,868,50,0.408915
57658,868,50,0.387278
57659,868,50,0.382077
57660,868,50,0.383027
57661,868,50,0.387405
57662,868,50,0.386195
57663,868,50,0.374528
57664,868,50,0.350878
57665,868,50,0.369593
57666,868,50,0.367154
57667,868,50,0.369466
57668,,,
57669,,,
57670,,,
57671,,,
57672,,,
57673,,,
57674,,,
57675,,,
57676,,,
57677,,,
57678,,,
57679,,,
57680,,,
57681,,,
57682,,,
57683,,,
57684,,,
57685,,,
57686,230,396,0.995234
57687,230,396,0.994019
57688,231,396,0.994597
57689,232,395,0.994548
57690,232,394,0.994040
57691,232,394,0.994658
57692,232,394,0.994537
57693,234,394,0.996082
57694,234,394,0.996424
57695,234,394,0.996604
57696,234,394,0.996290
57697,,,
57698,236,392,0.995983
57699,,,
57700,,,
57701,,,
57702,,,
57703,,,
57704,,,
57705,,,
57706,,,
57707,,,
57708,,,
57709,,,
57710,,,
57711,,,
57712,,,
57713,,,
57714,,,
57715,,,
57716,,,
57717,868,51,0.619986
57718,868,51,0.660800
57719,868,51,0.664568
57720,868,51,0.665324
57721,868,51,0.664617
57722,868,51,0.641590
57723,868,51,0.637582
57724,868,51,0.641057
57725,868,51,0.657678
57726,868,51,0.659477
57727,868,51,0.629641
57728,868,51,0.617173
57729,868,51,0.635830
57730,868,51,0.624121
57731,868,51,0.635352
57732,868,51,0.647962
57733,868,51,0.626910
57734,868,51,0.647211
57735,868,51,0.656033
57736,868,51,0.645111
57737,868,51,0.658575
57738,868,51,0.652143
57739,868,51,0.659495
57740,868,51,0.603211
57741,868,51,0.616152
57742,868,51,0.616909
57743,868,51,0.611213
57744,868,51,0.580408
57745,868,51,0.570893
57746,868,51,0.574541
57747,868,51,0.584697
57748,868,51,0.558831
57749,868,51,0.566085
57750,868,51,0.564319
57751,868,51,0.518628
57752,868,51,0.514141
57753,868,51,0.514231
57754,868,51,0.517010
57755,868,51,0.537281
57756,868,51,0.528877
57757,868,51,0.514003
57758,868,51,0.466975
57759,868,51,0.396983
57760,868,50,0.450921
57761,868,50,0.479977
57762,868,51,0.545554
57763,868,51,0.615316
57764,868,51,0.620236
57765,868,51,0.533849
57766,868,51,0.504304
57767,868,51,0.533524
57768,868,51,0.550881
57769,868,51,0.535332
57770,868,51,0.537665
57771,868,51,0.578895
57772,868,51,0.574476
57773,868,51,0.570878
57774,868,51,0.589182
57775,868,51,0.572107
57776,868,51,0.591864
57777,868,51,0.599961
57778,868,51,0.586085
57779,868,51,0.563779
57780,868,51,0.587286
57781,868,51,0.597201
57782,868,51,0.577451
57783,868,51,0.520895
57784,868,51,0.507631
57785,868,51,0.489305
57786,868,51,0.470221
57787,868,51,0.408570
57788,868,51,0.419420
57789,868,51,0.396530
57790,868,51,0.405455
57791,868,51,0.394773
57792,868,51,0.397085
57793,868,51,0.396372
57794,868,51,0.368730
57795,868,51,0.365101
57796,868,51,0.370252
57797,868,51,0.367518
57798,868,51,0.360137
57799,868,51,0.362391
57800,868,51,0.362029
57801,868,51,0.356922
57802,868,51,0.350914
57803,868,51,0.354439
57804,868,51,0.354398
57805,868,51,0.356913
57806,,,
57807,868,51,0.355017
57808,868,51,0.354888
57809,868,51,0.357727
57810,,,
57811,868,51,0.387738
57812,868,51,0.387778
57813,868,51,0.384601
57814,868,51,0.401519
57815,868,51,0.414130
57816,868,51,0.405113
57817,868,51,0.408847
57818,868,51,0.403418
57819,868,50,0.677734
57820,868,50,0.610036
57821,868,50,0.638874
57822,868,51,0.649118
57823,868,51,0.630837
57824,868,51,0.564157
57825,868,51,0.489121
57826,868,51,0.502996
57827,868,51,0.477723
57828,868,51,0.504849
57829,868,51,0.472464
57830,868,51,0.468599
57831,868,51,0.487200
57832,868,51,0.505457
57833,868,51,0.529123
57834,868,51,0.533175
57835,868,51,0.542518
57836,868,51,0.566254
57837,868,51,0.588685
57838,868,51,0.556785
57839,868,51,0.587296
57840,868,51,0.603422
57841,868,51,0.607112
57842,868,51,0.554485
57843,868,51,0.507954
57844,868,51,0.514293
57845,868,51,0.520420
57846,868,51,0.531641
57847,868,51,0.529066
57848,868,51,0.514405
57849,868,51,0.508912
57850,868,51,0.488372
57851,868,51,0.498487
57852,868,51,0.497622
57853,868,51,0.510339
57854,868,51,0.504961
57855,868,51,0.487654
57856,868,51,0.460223
57857,868,51,0.455990
57858,868,51,0.471854
57859,868,51,0.475500
57860,868,51,0.466578
57861,868,51,0.449310
57862,868,51,0.461840
57863,868,51,0.472503
57864,868,51,0.455156
57865,868,51,0.435229
57866,868,51,0.440315
57867,868,51,0.438613
57868,868,51,0.448210
57869,868,51,0.414750
57870,868,51,0.433422
57871,868,51,0.427777
57872,868,51,0.438552
57873,868,51,0.445736
57874,868,51,0.435411
57875,868,51,0.420116
57876,868,51,0.454065
57877,868,51,0.439835
57878,868,51,0.446597
57879,868,51,0.430784
57880,,,
57881,,,
57882,,,
57883,,,
57884,,,
57885,868,51,0.380616
57886,868,51,0.385888
57887,868,51,0.359431
57888,868,51,0.388702
57889,868,51,0.375140
57890,,,
57891,,,
57892,,,
57893,,,
57894,,,
57895,,,
57896,,,
57897,,,
57898,,,
57899,,,
57900,,,
57901,,,
57902,,,
57903,,,
57904,,,
57905,,,
57906,,,
57907,,,
57908,1078,481,0.997798
57909,,,
57910,,,
57911,,,
57912,,,
57913,,,
57914,,,
57915,,,
57916,,,
57917,,,
57918,,,
57919,,,
57920,,,
57921,,,
57922,,,
57923,,,
57924,,,
57925,,,
57926,1078,494,0.997572
57927,1078,494,0.997507
57928,1076,495,0.997526
57929,1076,495,0.997913
57930,1076,495,0.998086
57931,1075,495,0.998130
57932,1075,496,0.998465
57933,,,
57934,1074,496,0.997840
57935,1074,496,0.997490
57936,,,
57937,1073,498,0.997969
57938,1073,499,0.998013
57939,1073,500,0.997964
57940,1072,498,0.997575
57941,1072,500,0.998083
57942,1073,500,0.998117
57943,1073,500,0.998161
57944,,,
57945,1072,500,0.998145
57946,1072,498,0.998043
57947,,,
57948,1075,499,0.998478
57949,1076,499,0.998554
57950,1076,498,0.998066
57951,1078,499,0.997730
57952,1079,499,0.996847
57953,1079,498,0.995834
57954,1079,498,0.995831
57955,1080,499,0.995577
57956,1078,499,0.994794
57957,1079,498,0.994302
57958,1079,498,0.992472
57959,1080,498,0.989779
57960,1081,498,0.989277
57961,1082,498,0.990402
57962,1014,428,0.893005
57963,1016,433,0.953705
57964,1016,437,0.944527
57965,1016,437,0.964957
57966,1017,438,0.965219
57967,,,
57968,,,
57969,1018,440,0.967251
57970,1018,440,0.948238
57971,1017,440,0.928563
57972,1017,437,0.942213
57973,1017,442,0.947219
57974,1018,442,0.966292
57975,1018,438,0.960522
57976,,,
57977,,,
57978,,,
57979,,,
57980,,,
57981,,,
57982,,,
57983,,,
57984,,,
57985,,,
57986,,,
57987,,,
57988,,,
57989,,,
57990,,,
57991,,,
57992,,,
57993,,,
57994,868,51,0.423985
57995,868,51,0.436032
57996,868,50,0.403034
57997,868,50,0.446987
57998,868,50,0.446661
57999,868,50,0.436788
58000,868,51,0.453058
58001,868,51,0.463833
58002,868,51,0.486732
58003,,,
58004,,,
58005,,,
58006,,,
58007,,,
58008,868,50,0.437200
58009,868,50,0.480217
58010,868,50,0.534291
58011,868,50,0.552802
58012,868,51,0.586357
58013,868,51,0.556231
58014,868,51,0.581521
58015,868,51,0.607921
58016,868,51,0.576266
58017,868,51,0.535324
58018,868,51,0.560346
58019,868,51,0.521856
58020,868,51,0.519597
58021,868,51,0.529571
58022,868,51,0.527195
58023,868,51,0.513652
58024,868,51,0.534855
58025,868,51,0.494080
58026,868,51,0.482680
58027,868,51,0.390816
58028,868,51,0.351760
58029,868,51,0.370743
58030,868,51,0.461039
58031,868,51,0.464922
58032,868,51,0.467276
58033,868,51,0.457329
58034,868,51,0.437326
58035,868,51,0.464989
58036,868,51,0.459475
58037,868,51,0.482660
58038,868,51,0.474588
58039,868,51,0.505897
58040,868,51,0.485072
58041,868,51,0.472353
58042,868,51,0.500307
58043,868,51,0.546783
58044,868,51,0.548344
58045,868,51,0.463465
58046,868,51,0.461940
58047,868,51,0.521713
58048,868,51,0.502831
58049,868,51,0.469616
58050,868,51,0.465964
58051,868,51,0.518346
58052,868,51,0.521091
58053,868,51,0.534937
58054,868,51,0.530969
58055,868,51,0.531005
58056,868,51,0.532126
58057,868,51,0.586262
58058,868,51,0.554393
58059,868,51,0.569136
58060,868,51,0.582274
58061,868,51,0.567676
58062,868,51,0.560261
58063,868,51,0.567210
58064,868,50,0.474870
58065,868,50,0.491962
58066,868,50,0.521882
58067,868,51,0.600112
58068,868,51,0.518499
58069,868,51,0.537084
58070,868,50,0.472765
58071,868,50,0.486664
58072,868,50,0.463618
58073,868,51,0.438338
58074,868,51,0.416697
58075,868,51,0.441208
58076,868,51,0.441321
58077,868,51,0.422396
58078,868,51,0.438676
58079,868,51,0.440152
58080,868,51,0.440564
58081,868,51,0.446720
58082,868,51,0.445972
58083,868,51,0.423376
58084,868,51,0.413418
58085,868,51,0.397601
58086,868,51,0.375178
58087,868,51,0.376299
58088,868,51,0.391189
58089,868,51,0.403184
58090,868,51,0.359027
58091,,,
58092,,,
58093,,,
58094,,,
58095,,,
58096,,,
58097,,,
58098,,,
58099,,,
58100,,,
58101,,,
58102,,,
58103,,,
58104,,,
58105,868,51,0.355007
58106,,,
58107,868,51,0.368013
58108,868,51,0.369611
58109,868,51,0.364601
58110,868,51,0.384731
58111,868,51,0.371786
58112,868,51,0.386238
58113,868,51,0.387937
58114,868,51,0.416806
58115,868,51,0.404960
58116,868,51,0.414354
58117,868,51,0.380203
58118,868,51,0.417936
58119,868,51,0.410671
58120,868,51,0.398501
58121,868,51,0.393583
58122,868,51,0.375978
58123,868,51,0.385188
58124,868,51,0.377210
58125,868,50,0.366860
58126,,,
58127,,,
58128,868,51,0.435030
58129,868,51,0.373418
58130,868,51,0.397091
58131,868,51,0.417072
58132,868,51,0.438418
58133,868,51,0.368182
58134,868,51,0.444979
58135,868,51,0.446028
58136,868,51,0.450309
58137,868,51,0.359149
58138,868,51,0.371671
58139,868,51,0.364547
58140,868,51,0.378362
58141,868,51,0.407860
58142,868,51,0.390327
58143,868,51,0.393181
58144,868,51,0.385287
58145,868,51,0.391373
58146,868,51,0.368560
58147,868,51,0.374636
58148,868,51,0.362368
58149,868,51,0.368833
58150,868,51,0.361631
58151,,,
58152,,,
58153,868,51,0.382059
58154,868,51,0.405579
58155,868,51,0.371698
58156,868,51,0.403273
58157,868,51,0.430860
58158,868,51,0.407073
58159,868,51,0.401518
58160,868,51,0.395732
58161,868,51,0.436231
58162,868,51,0.438278
58163,868,51,0.426748
58164,868,51,0.428324
58165,868,51,0.402063
58166,868,51,0.395635
58167,868,51,0.371677
58168,,,
58169,,,
58170,,,
58171,,,
58172,,,
58173,,,
58174,868,51,0.370892
58175,868,51,0.383311
58176,868,51,0.370575
58177,868,51,0.365885
58178,868,51,0.369165
58179,868,51,0.390310
58180,868,51,0.376474
58181,868,51,0.390360
58182,868,51,0.399299
58183,868,51,0.417223
58184,868,51,0.387277
58185,868,51,0.435068
58186,,,
58187,,,
58188,868,51,0.488416
58189,868,51,0.461559
58190,868,51,0.457721
58191,868,51,0.470911
58192,868,51,0.352952
58193,868,51,0.379264
58194,868,51,0.415165
58195,868,51,0.497760
58196,868,51,0.465481
58197,868,51,0.400637
58198,868,51,0.445724
58199,868,51,0.428495
58200,868,51,0.438566
58201,868,51,0.419001
58202,868,51,0.403237
58203,868,51,0.398335
58204,868,51,0.405231
58205,868,51,0.398168
58206,868,51,0.409661
58207,868,51,0.422027
58208,868,51,0.427775
58209,868,51,0.467607
58210,868,51,0.494944
58211,868,51,0.480518
58212,868,51,0.469653
58213,868,51,0.450294
58214,868,51,0.455564
58215,868,51,0.473663
58216,868,51,0.441283
58217,868,51,0.428491
58218,868,51,0.459054
58219,868,51,0.437976
58220,868,51,0.424817
58221,868,51,0.421582
58222,868,51,0.456383
58223,868,51,0.456811
58224,868,51,0.435179
58225,868,51,0.415665
58226,868,51,0.433088
58227,868,51,0.441421
58228,868,51,0.405485
58229,868,51,0.391132
58230,868,51,0.409120
58231,868,51,0.408428
58232,868,51,0.414122
58233,868,51,0.375752
58234,868,51,0.398327
58235,868,51,0.432657
58236,868,51,0.449937
58237,868,51,0.457823
58238,868,51,0.469737
58239,868,51,0.500200
58240,868,51,0.466413
58241,868,51,0.455138
58242,868,51,0.434935
58243,868,51,0.452618
58244,868,51,0.444264
58245,868,51,0.445114
58246,868,51,0.441046
58247,867,50,0.353592
58248,868,50,0.358372
58249,868,50,0.418392
58250,868,50,0.452593
58251,868,50,0.383415
58252,868,50,0.441993
58253,868,50,0.425174
58254,868,50,0.371689
58255,868,50,0.438399
58256,868,50,0.451982
58257,868,50,0.498086
58258,868,50,0.504148
58259,868,50,0.516187
58260,868,50,0.543283
58261,868,50,0.540731
58262,868,51,0.552456
58263,868,51,0.564398
58264,868,51,0.577040
58265,868,50,0.584854
58266,868,51,0.605020
58267,868,51,0.645408
58268,868,51,0.646998
58269,868,51,0.674678
58270,868,51,0.672062
58271,868,51,0.662826
58272,868,51,0.667145
58273,868,51,0.651106
58274,867,51,0.679290
58275,868,51,0.603481
58276,868,51,0.604894
58277,868,51,0.639596
58278,868,51,0.653868
58279,868,51,0.647013
58280,868,51,0.626778
58281,868,51,0.582373
58282,868,51,0.610739
58283,868,51,0.593786
58284,868,51,0.612960
58285,868,51,0.612501
58286,868,51,0.628009
58287,868,51,0.667316
58288,868,51,0.651071
58289,868,51,0.656055
58290,868,51,0.705508
58291,868,51,0.702382
58292,868,51,0.698026
58293,868,51,0.685997
58294,868,51,0.666482
58295,868,51,0.685738
58296,868,51,0.688997
58297,868,51,0.683545
58298,868,51,0.701579
58299,868,51,0.705623
58300,868,51,0.730310
58301,868,51,0.719598
58302,868,51,0.711628
58303,868,51,0.688591
58304,868,51,0.653256
58305,868,51,0.668391
58306,868,51,0.665036
58307,868,51,0.651128
58308,,,
58309,,,
58310,,,
58311,,,
58312,,,
58313,,,
58314,,,
58315,,,
58316,,,
58317,,,
58318,,,
58319,,,
58320,,,
58321,,,
58322,,,
58323,,,
58324,868,51,0.368633
58325,868,51,0.364902
58326,868,51,0.354393
58327,,,
58328,,,
58329,,,
58330,,,
58331,,,
58332,,,
58333,868,51,0.369285
58334,,,
58335,,,
58336,,,
58337,,,
58338,,,
58339,868,51,0.354365
58340,868,51,0.364068
58341,,,
58342,,,
58343,,,
58344,868,51,0.350286
58345,868,51,0.353325
58346,868,51,0.358062
58347,868,51,0.374515
58348,868,51,0.383435
58349,868,51,0.387556
58350,868,51,0.397162
58351,868,51,0.402890
58352,868,51,0.406340
58353,868,51,0.402635
58354,868,51,0.394618
58355,868,51,0.391789
58356,868,51,0.390964
58357,868,51,0.415922
58358,868,51,0.421487
58359,868,51,0.418381
58360,868,51,0.352642
58361,868,51,0.375484
58362,868,51,0.360444
58363,868,51,0.428512
58364,868,51,0.382597
58365,868,51,0.402870
58366,868,51,0.387771
58367,868,51,0.395897
58368,868,51,0.367822
58369,868,50,0.404916
58370,868,50,0.431002
58371,868,50,0.474323
58372,868,51,0.503864
58373,868,51,0.498449
58374,868,51,0.575191
58375,868,51,0.578292
58376,868,51,0.545901
58377,868,51,0.564893
58378,868,51,0.575619
58379,868,51,0.648715
58380,868,51,0.636459
58381,868,51,0.627456
58382,868,51,0.657363
58383,868,51,0.663449
58384,868,51,0.694773
58385,868,51,0.668452
58386,868,51,0.633745
58387,868,51,0.591456
58388,868,51,0.616059
58389,868,51,0.585968
58390,868,51,0.602208
58391,868,51,0.601891
58392,868,51,0.612150
58393,868,51,0.618529
58394,868,51,0.600175
58395,868,51,0.580831
58396,868,51,0.529390
58397,868,51,0.502503
58398,868,51,0.487207
58399,868,51,0.519613
58400,868,51,0.475621
58401,868,51,0.517987
58402,868,51,0.518099
58403,868,51,0.509575
58404,868,51,0.520628
58405,868,51,0.512772
58406,868,51,0.486961
58407,868,51,0.478184
58408,868,51,0.468814
58409,868,51,0.458279
58410,868,51,0.466693
58411,868,51,0.462230
58412,868,51,0.472735
58413,868,51,0.455429
58414,868,51,0.455066
58415,868,51,0.469566
58416,868,51,0.472114
58417,868,51,0.452168
58418,868,51,0.453662
58419,868,51,0.452663
58420,868,51,0.429255
58421,868,51,0.430270
58422,868,51,0.424602
58423,868,51,0.404266
58424,868,51,0.413126
58425,868,51,0.411651
58426,868,51,0.411386
58427,868,51,0.413447
58428,868,51,0.414735
58429,868,51,0.414805
58430,868,51,0.416485
58431,868,51,0.417452
58432,868,51,0.366844
58433,868,50,0.377001
58434,868,50,0.384853
58435,868,50,0.409976
58436,868,51,0.479974
58437,868,51,0.490377
58438,867,51,0.461062
58439,868,51,0.455576
58440,868,51,0.446441
58441,868,51,0.452884
58442,868,51,0.456770
58443,868,51,0.451911
58444,868,51,0.477714
58445,868,51,0.480081
58446,868,51,0.483727
58447,868,51,0.472522
58448,868,51,0.470918
58449,868,51,0.470058
58450,868,51,0.478453
58451,868,51,0.474641
58452,868,51,0.476804
58453,868,51,0.470427
58454,868,51,0.450027
58455,868,51,0.450564
58456,868,51,0.445203
58457,868,51,0.465015
58458,868,51,0.477551
58459,868,51,0.490804
58460,868,51,0.480611
58461,867,51,0.419891
58462,867,51,0.443035
58463,867,51,0.449180
58464,867,51,0.412876
58465,867,51,0.403786
58466,867,51,0.384113
58467,867,51,0.383113
58468,867,51,0.404192
58469,867,51,0.408299
58470,867,51,0.413971
58471,868,51,0.422508
58472,868,51,0.430500
58473,868,51,0.421508
58474,868,51,0.420053
58475,868,51,0.418100
58476,868,51,0.415063
58477,868,51,0.523901
58478,868,51,0.526823
58479,868,51,0.535400
58480,868,51,0.536405
58481,868,51,0.517171
58482,868,51,0.513659
58483,868,51,0.498839
58484,868,51,0.508015
58485,868,51,0.506857
58486,868,51,0.514860
58487,868,51,0.495623
58488,868,51,0.485004
58489,868,51,0.494316
58490,868,51,0.494994
58491,868,51,0.506692
58492,868,51,0.535256
58493,868,51,0.526173
58494,868,51,0.524973
58495,868,51,0.485605
58496,868,51,0.500426
58497,868,51,0.428833
58498,868,51,0.439384
58499,868,51,0.435198
58500,868,51,0.440768
58501,868,51,0.441280
58502,868,51,0.439025
58503,868,51,0.441405
58504,868,51,0.454535
58505,868,51,0.464962
58506,868,51,0.455391
58507,868,51,0.433935
58508,868,51,0.426473
58509,868,51,0.474870
58510,868,51,0.493903
58511,868,51,0.488881
58512,868,51,0.485311
58513,868,51,0.535485
58514,868,51,0.529054
58515,868,51,0.595336
58516,868,51,0.572504
58517,868,51,0.558056
58518,868,51,0.566305
58519,868,51,0.577950
58520,868,51,0.550711
58521,868,51,0.542443
58522,868,51,0.562563
58523,868,51,0.547543
58524,868,51,0.481789
58525,868,51,0.531999
58526,868,51,0.511646
58527,868,51,0.509526
58528,868,51,0.495497
58529,868,51,0.514399
58530,868,51,0.510408
58531,868,51,0.510772
58532,868,51,0.506021
58533,868,51,0.491457
58534,868,51,0.510105
58535,868,51,0.510848
58536,868,51,0.487743
58537,868,51,0.502056
58538,868,51,0.489347
58539,868,51,0.483901
58540,868,51,0.488332
58541,868,51,0.469244
58542,868,51,0.471612
58543,868,51,0.472389
58544,868,51,0.469629
58545,868,51,0.504774
58546,868,51,0.500913
58547,868,51,0.513491
58548,868,51,0.512373
58549,868,51,0.513294
58550,868,51,0.511782
58551,868,51,0.513610
58552,868,51,0.517652
58553,867,51,0.607347
58554,867,51,0.621938
58555,868,51,0.528734
58556,868,51,0.528873
58557,868,51,0.528185
58558,868,51,0.523553
58559,868,51,0.526368
58560,868,51,0.543369
58561,868,51,0.542629
58562,868,51,0.539728
58563,868,50,0.506935
58564,868,50,0.507038
58565,868,51,0.521491
58566,868,51,0.515002
58567,868,51,0.514217
58568,868,51,0.531800
58569,,,
58570,,,
58571,,,
58572,,,
58573,,,
58574,,,
58575,,,
58576,,,
58577,,,
58578,,,
58579,,,
58580,,,
58581,,,
58582,868,51,0.355784
58583,868,51,0.390547
58584,868,51,0.366339
58585,868,51,0.384116
58586,868,51,0.351728
58587,,,
58588,,,
58589,,,
58590,,,
58591,868,51,0.378461
58592,868,51,0.371262
58593,868,51,0.372100
58594,868,51,0.408452
58595,868,51,0.447286
58596,868,51,0.437229
58597,868,51,0.446281
58598,868,51,0.461404
58599,,,
58600,,,
58601,,,
58602,,,
58603,868,51,0.358374
58604,868,51,0.363099
58605,,,
58606,868,51,0.364104
58607,,,
58608,,,
58609,,,
58610,868,51,0.351255
58611,,,
58612,,,
58613,,,
58614,,,
58615,867,51,0.402343
58616,867,51,0.474901
58617,868,50,0.446674
58618,868,51,0.489163
58619,868,51,0.439666
58620,868,51,0.360815
58621,,,
58622,,,
58623,,,
58624,,,
58625,,,
58626,,,
58627,,,
58628,868,51,0.352329
58629,868,51,0.375149
58630,868,51,0.359353
58631,868,51,0.398173
58632,867,51,0.413912
58633,867,51,0.476164
58634,868,50,0.482626
58635,868,51,0.476592
58636,868,50,0.445486
58637,868,50,0.422810
58638,868,50,0.403520
58639,868,50,0.410798
58640,868,50,0.398762
58641,868,50,0.375226
58642,868,50,0.412595
58643,868,50,0.432819
58644,868,50,0.436557
58645,868,50,0.428407
58646,868,50,0.428568
58647,868,50,0.433190
58648,868,51,0.431057
58649,868,51,0.427045
58650,868,51,0.424878
58651,868,51,0.436624
58652,868,51,0.497105
58653,868,51,0.552075
58654,867,51,0.611965
58655,868,51,0.601194
58656,868,51,0.593621
58657,868,51,0.576739
58658,867,51,0.595133
58659,867,51,0.594541
58660,867,51,0.580640
58661,867,51,0.566327
58662,867,51,0.564895
58663,867,51,0.539763
58664,868,51,0.556017
58665,868,51,0.560917
58666,867,51,0.553585
58667,868,51,0.562437
58668,868,51,0.550221
58669,868,51,0.549470
58670,868,51,0.553459
58671,868,51,0.565658
58672,868,51,0.554201
58673,868,51,0.536752
58674,868,51,0.555286
58675,868,50,0.370659
58676,,,
58677,868,50,0.414575
58678,868,50,0.367270
58679,868,50,0.403507
58680,868,50,0.458023
58681,868,50,0.459922
58682,868,50,0.470327
58683,868,50,0.490886
58684,868,50,0.487230
58685,868,50,0.491539
58686,868,50,0.524937
58687,867,50,0.533830
58688,868,50,0.537430
58689,868,50,0.515373
58690,868,50,0.499717
58691,868,50,0.488267
58692,868,50,0.479643
58693,868,50,0.497634
58694,868,50,0.508137
58695,868,50,0.500205
58696,868,50,0.499828
58697,868,50,0.502561
58698,868,50,0.527779
