epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,2532.74,1.57008,0.86276,0.81886,0.97662,0.97151,0.98234,0.58386,1.30875,0.74319,0.83354,0.0010694,0.0010694,0.0010694
49,2589.57,1.47959,0.88681,0.77741,0.99902,0.95349,0.98085,0.60816,1.3127,0.70106,0.83248,0.0010496,0.0010496,0.0010496
50,2634,1.36911,0.82477,0.78769,0.99902,0.95349,0.98085,0.60816,1.3127,0.70106,0.83248,0.0010298,0.0010298,0.0010298
51,2683.54,1.3934,0.83826,0.78243,0.97956,0.95349,0.97493,0.62298,1.29537,0.68598,0.82706,0.00101,0.00101,0.00101
52,2732.86,1.4996,0.88345,0.83631,0.97141,0.95349,0.97225,0.64044,1.2375,0.67094,0.82452,0.0009902,0.0009902,0.0009902
53,2789.52,1.423,0.80228,0.8358,0.97141,0.95349,0.97225,0.64044,1.2375,0.67094,0.82452,0.0009704,0.0009704,0.0009704
54,2834,1.51481,0.92345,0.78892,0.97518,0.95349,0.97474,0.63087,1.22242,0.67154,0.82287,0.0009506,0.0009506,0.0009506
55,2879.18,1.72146,0.87385,0.83456,1,0.92118,0.97939,0.63454,1.19372,0.67906,0.82133,0.0009308,0.0009308,0.0009308
56,2924.1,1.44617,0.86497,0.85687,0.9699,0.93023,0.98263,0.66396,1.14803,0.67707,0.81597,0.000911,0.000911,0.000911
57,2982.62,1.29162,0.816,0.81838,0.9699,0.93023,0.98263,0.66396,1.14803,0.67707,0.81597,0.0008912,0.0008912,0.0008912
58,3025.15,1.20403,0.68115,0.79548,0.97619,0.9534,0.98629,0.66052,1.17142,0.66364,0.81942,0.0008714,0.0008714,0.0008714
59,3069.6,1.36542,0.84297,0.83479,1,0.94645,0.9897,0.65863,1.14864,0.68191,0.82065,0.0008516,0.0008516,0.0008516
60,3115.64,1.50077,0.75903,0.81719,1,0.94645,0.9897,0.65863,1.14864,0.68191,0.82065,0.0008318,0.0008318,0.0008318
61,3168.8,1.40123,0.80614,0.83608,1,0.94037,0.99129,0.68912,1.11432,0.61683,0.81992,0.000812,0.000812,0.000812
62,3219.38,1.36129,0.8333,0.86873,1,0.95161,0.99245,0.67944,1.14054,0.60694,0.82129,0.0007922,0.0007922,0.0007922
63,3263.64,1.26924,0.77281,0.82521,1,0.95161,0.99245,0.67944,1.14054,0.60694,0.82129,0.0007724,0.0007724,0.0007724
64,3307.94,1.34916,0.70904,0.82171,1,0.92835,0.98984,0.66427,1.1613,0.60816,0.81999,0.0007526,0.0007526,0.0007526
65,3349.81,1.33026,0.68396,0.84025,0.99816,0.95349,0.99076,0.66632,1.14033,0.62256,0.81467,0.0007328,0.0007328,0.0007328
66,3394.3,1.26261,0.69598,0.83551,0.99816,0.95349,0.99076,0.66632,1.14033,0.62256,0.81467,0.000713,0.000713,0.000713
67,3438.7,1.31623,0.70199,0.78906,1,0.9761,0.9933,0.6687,1.15526,0.60964,0.81307,0.0006932,0.0006932,0.0006932
68,3483.18,1.41166,0.66646,0.81843,0.99898,0.97674,0.99411,0.6628,1.15628,0.5852,0.81015,0.0006734,0.0006734,0.0006734
69,3541.34,1.36949,0.72116,0.82013,0.99898,0.97674,0.99411,0.6628,1.15628,0.5852,0.81015,0.0006536,0.0006536,0.0006536
70,3584.98,1.33879,0.80839,0.76931,1,0.99786,0.995,0.68277,1.09472,0.54936,0.80296,0.0006338,0.0006338,0.0006338
71,3633.94,1.28683,0.71909,0.80004,0.99851,1,0.995,0.67805,1.0782,0.53277,0.80098,0.000614,0.000614,0.000614
72,3679.09,1.40623,0.7379,0.80151,0.99819,1,0.995,0.66763,1.10159,0.52076,0.80191,0.0005942,0.0005942,0.0005942
73,3738.87,1.59292,0.73087,0.84117,0.99819,1,0.995,0.66763,1.10159,0.52076,0.80191,0.0005744,0.0005744,0.0005744
74,3783.71,1.36894,0.67813,0.82797,0.9984,1,0.995,0.67485,1.11144,0.51203,0.80072,0.0005546,0.0005546,0.0005546
75,3827.77,1.26381,0.72794,0.80631,0.99894,1,0.995,0.6812,1.09914,0.50645,0.79903,0.0005348,0.0005348,0.0005348
76,3870.18,1.16433,0.5978,0.79866,0.99894,1,0.995,0.6812,1.09914,0.50645,0.79903,0.000515,0.000515,0.000515
77,3922.93,1.30693,0.69282,0.81514,1,0.9999,0.995,0.68637,1.06788,0.50005,0.79814,0.0004952,0.0004952,0.0004952
78,3965.91,1.31431,0.64224,0.80949,0.99923,1,0.995,0.6971,1.05697,0.51009,0.79658,0.0004754,0.0004754,0.0004754
79,4014.4,1.33651,0.68695,0.81339,0.99923,1,0.995,0.6971,1.05697,0.51009,0.79658,0.0004556,0.0004556,0.0004556
80,4062.61,1.34703,0.72518,0.76931,0.99829,1,0.995,0.68105,1.08468,0.51726,0.80068,0.0004358,0.0004358,0.0004358
81,4116.41,1.14296,0.58419,0.79314,0.99826,1,0.995,0.68887,1.09449,0.5108,0.80391,0.000416,0.000416,0.000416
82,4162.92,1.36963,0.73271,0.82087,0.99826,1,0.995,0.68887,1.09449,0.5108,0.80391,0.0003962,0.0003962,0.0003962
83,4240.03,1.08481,0.57416,0.8004,1,0.99911,0.995,0.69938,1.07132,0.50331,0.80358,0.0003764,0.0003764,0.0003764
84,4307.71,1.08124,0.62314,0.76236,1,0.99528,0.995,0.70353,1.04645,0.50934,0.80158,0.0003566,0.0003566,0.0003566
85,4364.23,1.15835,0.61397,0.81803,1,0.99528,0.995,0.70353,1.04645,0.50934,0.80158,0.0003368,0.0003368,0.0003368
86,4425.35,1.17032,0.60139,0.7622,0.99671,0.97674,0.99455,0.71746,1.00182,0.50255,0.80037,0.000317,0.000317,0.000317
87,4481.74,1.06122,0.57522,0.75213,0.99561,0.97674,0.99455,0.7466,0.97576,0.48826,0.79989,0.0002972,0.0002972,0.0002972
88,4536.6,1.1983,0.6163,0.79448,0.99621,0.97674,0.99455,0.73261,0.9737,0.4809,0.79942,0.0002774,0.0002774,0.0002774
89,4598.21,1.11893,0.5733,0.77188,0.99621,0.97674,0.99455,0.73261,0.9737,0.4809,0.79942,0.0002576,0.0002576,0.0002576
90,4659.21,1.24036,0.5893,0.82661,0.97719,0.99635,0.99455,0.73054,0.97215,0.48142,0.79905,0.0002378,0.0002378,0.0002378
91,4718.81,1.31765,0.67498,0.80972,0.99375,0.97674,0.9937,0.70996,0.99752,0.49887,0.79912,0.000218,0.000218,0.000218
92,4772.06,1.31361,0.68469,0.80374,0.99375,0.97674,0.9937,0.70996,0.99752,0.49887,0.79912,0.0001982,0.0001982,0.0001982
93,4827.71,1.16541,0.58786,0.8104,0.99162,0.97674,0.99292,0.70083,1.02593,0.52324,0.7999,0.0001784,0.0001784,0.0001784
94,4887.95,1.15767,0.58163,0.78625,0.99172,0.97674,0.99255,0.729,0.98419,0.51798,0.79861,0.0001586,0.0001586,0.0001586
95,4955.74,1.16945,0.57655,0.78726,0.99172,0.97674,0.99255,0.729,0.98419,0.51798,0.79861,0.0001388,0.0001388,0.0001388
96,5008.58,1.10716,0.58103,0.77347,0.99278,0.97674,0.9933,0.72966,0.9666,0.50721,0.79807,0.000119,0.000119,0.000119
97,5062.18,1.04343,0.56472,0.7986,0.99584,0.97674,0.9937,0.74096,0.94501,0.48899,0.7979,9.92e-05,9.92e-05,9.92e-05
98,5116.68,1.13377,0.68284,0.7519,0.99584,0.97674,0.9937,0.74096,0.94501,0.48899,0.7979,7.94e-05,7.94e-05,7.94e-05
99,5169.11,1.33578,0.78028,0.78653,0.99664,0.97674,0.99411,0.7537,0.94697,0.48356,0.79849,5.96e-05,5.96e-05,5.96e-05
100,5226.57,1.01346,0.5607,0.76973,0.9967,0.97674,0.9937,0.74809,0.96022,0.48363,0.79926,3.98e-05,3.98e-05,3.98e-05
